Source,Date,Researcher,Species,Breeding,Block,Latitude,Longitude
AKN,6/17/2021,"Wiskes, Kris",CAQU,NY,'12-3,38.092895,-122.606925
AKN,6/17/2021,"Wiskes, Kris",CAQU,NY,'12-3,38.092895,-122.606925
AKN,6/18/2021,"Hunn, Eugene",BARS,NE,'8-8,38.196116,-122.705371
AKN,6/18/2021,"Hunn, Eugene",BUOR,NU,'8-8,38.196201,-122.705728
AKN,6/18/2021,"Hunn, Eugene",TRES,NY,'8-8,38.19628,-122.705325
AKN,6/18/2021,"Hunn, Eugene",BLPH,NY,'8-8,38.196153,-122.70543
AKN,6/18/2021,"Hunn, Eugene",ATFL,NY,'8-8,38.169119,-122.705472
AKN,6/19/2021,"Humple, Diana",SOSP,NB,'10-10,37.90486,-122.7014
AKN,6/19/2021,"Sexton, David",EUST,AE,'12-18,38.0805,-122.5058
AKN,6/19/2021,"Sexton, David",BARS,AE,'12-18,38.0796,-122.5084
AKN,6/19/2021,"Sexton, David",CLSW,AE,'12-18,38.0804,-122.5113
AKN,6/19/2021,"Sexton, David",ANHU,NU,'12-18,38.0775,-122.5165
AKN,6/19/2021,"Sexton, David",ABOW,NY,'12-18,38.0773,-122.5163
AKN,6/19/2021,"Silverstein, Sylvie",BLPH,NU,'13-24,37.8868,-122.5037
AKN,6/19/2021,"Silverstein, Sylvie",AMRO,NY,'13-24,37.8867,-122.5085
AKN,6/20/2021,"Hug, Lisa",CLSW,AE,'1-8,38.301356,-122.952776
AKN,6/20/2021,"Hug, Lisa",WCSP,NB,'1-8,38.3022,-122.961928
AKN,6/20/2021,"Hug, Lisa",EUST,NY,'1-8,38.292192,-122.947371
AKN,6/20/2021,"Silverstein, Sylvie",NOMO,NB,'12-22,38.0322,-122.5097
AKN,6/21/2021,"Dettling, Mark",ALHU,NE,'10-5,37.94161,-122.74016
AKN,6/21/2021,"Dettling, Mark",WEBL,NY,'10-7,37.92988,-122.73572
AKN,6/21/2021,"Dettling, Mark",BARS,NY,'10-7,37.92988,-122.73572
AKN,6/21/2021,"Dettling, Mark",AMRO,NY,'10-5,37.94052,-122.7392
AKN,6/21/2021,"Strauss, Emilie",HOFI,NE,'5-21,38.152549,-122.7844835
AKN,6/22/2021,"Medley, Jane",BARS,AE,'12-24,38.0102,-122.5247
AKN,6/24/2021,"Hedgpeth, Joel",RTHA,NY,'12-13,38.1164,-122.5367
AKN,6/25/2021,"Garcia, Juan",PUMA,AE,'7-14,37.99543,-122.75932
AKN,6/25/2021,"Garcia, Juan",OSPR,NB,'7-14,37.9874,-122.75104
AKN,6/25/2021,"Hunn, Eugene",TRES,AE,'9-8,38.051138,-122.690776
AKN,6/25/2021,"Hunn, Eugene",CLSW,NU,'9-6,38.065132,-122.705027
AKN,6/25/2021,"Hunn, Eugene",BARS,NU,'9-6,38.065057,-122.705214
AKN,6/25/2021,"Sabbag, Dede",EUST,AE,'5-17,38.1914,-122.7947
AKN,6/25/2021,"Sabbag, Dede",RSHA,NY,'5-17,38.1929,-122.7899
AKN,6/26/2021,"Medley, Jane",EUST,NY,'12-24,38.0196,-122.5238
AKN,6/26/2021,"Silverstein, Sylvie",HOFI,AE,'13-24,37.891,-122.5176
AKN,6/26/2021,"Silverstein, Sylvie",CLSW,NB,'13-24,37.8931,-122.518
AKN,6/26/2021,"Silverstein, Sylvie",HOFI,NY,'13-24,37.8908,-122.5176
AKN,6/27/2021,"Grover, Whitney",HOSP,AE,'17-1,37.8549124,-122.4790477
AKN,6/27/2021,"Grover, Whitney",HOSP,NB,'17-1,37.8549908,-122.4789958
AKN,6/27/2021,"Grover, Whitney",WEGU,NE,'17-1,37.8548399,-122.479345
AKN,6/27/2021,"Grover, Whitney",HOFI,NY,'17-1,37.8597058,-122.4839323
AKN,6/28/2021,"Wiskes, Kris",WEBL,NE,'12-3,38.094179,-122.605019
AKN,6/29/2021,"Garcia, Juan",PUMA,AE,'6-24,38.00599,-122.77101
AKN,6/30/2021,"Lumpkin, David",GBHE,NY,'2-17,38.189351,-122.913619
AKN,6/30/2021,"Lumpkin, David",GREG,NY,'2-17,38.189351,-122.913619
AKN,6/30/2021,"Sabbag, Dede",BUSH,NU,'5-17,38.208,-122.7938
AKN,7/1/2021,"Medley, Jane",RTHA,NY,'12-24,38.0131,-122.506
AKN,7/1/2021,"Sexton, David",BARS,AE,'13-3,37.9665,-122.6129
AKN,7/1/2021,"Sexton, David",BLPH,AE,'13-3,37.9645,-122.6137
AKN,7/1/2021,"Sexton, David",BARS,NY,'13-3,37.9648,-122.614
AKN,7/2/2021,"Silverstein, Sylvie",NRWS,AE,'13-24,37.8813,-122.5163
AKN,7/2/2021,"Silverstein, Sylvie",ROPI,AE,'13-24,37.8804,-122.5164
AKN,7/2/2021,"Silverstein, Sylvie",AMGO,NB,'13-24,37.8946,-122.5283
AKN,7/2/2021,"Silverstein, Sylvie",CLSW,NY,'13-24,37.892,-122.5305
AKN,7/3/2021,"Atwood, Robert",HOFI,AE,'9-14,38.116,-122.6476
AKN,7/4/2021,"Sexton, David",CLSW,AE,'12-20,38.0574,-122.5194
AKN,7/5/2021,"Hunn, Eugene",CLSW,NU,'8-20,38.181593,-122.655403
AKN,7/6/2021,"Hedgpeth, Joel",CORA,AE,'12-13,38.1224,-122.5586
AKN,7/6/2021,"Kelly, Susan",BARS,AE,'12-22,38.033477,-122.503355
AKN,7/6/2021,"Linder, Ann",BARS,AE,'6-21,38.04005,-122.80247
AKN,7/7/2021,"Hunn, Eugene",WEWP,AE,'9-6,38.070496,-122.688791
AKN,7/7/2021,"Linder, Ann",OSPR,NU,'6-21,38.0257,-122.8011
AKN,7/7/2021,"Lumpkin, David",GBHE,NY,'2-17,38.189351,-122.913619
AKN,7/7/2021,"Lumpkin, David",GREG,NY,'2-17,38.189351,-122.913619
AKN,7/10/2021,"DiLuzio, Patricia",HOFI,NY,'13-24,37.8816,-122.5165
AKN,7/10/2021,"Sabbag, Dede",HOSP,NY,'5-15,38.2088,-122.7935
AKN,7/10/2021,"Silverstein, Sylvie",ROPI,AE,'13-24,37.8914,-122.5177
AKN,7/11/2021,"Scalf, Russell",CLSW,NY,'16-1,37.98376944,-122.4632806
AKN,7/11/2021,"Scalf, Russell",TRES,NY,'16-1,37.98728889,-122.4643028
AKN,7/11/2021,"Sexton, David",WEBL,AE,'12-20,38.0485,-122.5261
AKN,7/11/2021,"Sexton, David",ACWO,AE,'12-20,38.0464,-122.529
AKN,7/12/2021,"Linder, Ann",BARS,NE,'6-21,38.0349,-122.7909
AKN,7/12/2021,"Linder, Ann",CLSW,NY,'6-21,38.0352,-122.7904
AKN,7/13/2021,"Brown, Ronald",GREG,NB,'13-24,37.8869,-122.5146
AKN,7/13/2021,"Brown, Ronald",DCCO,NY,'13-24,37.8869,-122.5146
AKN,7/14/2021,"Humple, Diana",ACWO,AE,'10-8,37.93236,-122.70078
AKN,7/14/2021,"Sexton, David",SNPL,AE,'12-18,38.0686,-122.489
AKN,7/14/2021,"Sexton, David",SNPL,AE,'12-18,38.0689,-122.4914
AKN,7/14/2021,"Sexton, David",BAEA,NU,'12-18,38.0669,-122.4984
AKN,7/15/2021,"MACKENZIE, DAVID",PIGU,AE,'13-11,37.875404,-122.603734
AKN,4/15/2022,"Hatch, Daphne",BUSH,AE,'11-11,38.1325462,-122.6072894
AKN,4/15/2022,"Hatch, Daphne",RSHA,AE,'11-11,38.1325033,-122.60762
AKN,4/15/2022,"Hatch, Daphne",BUOR,NB,'11-11,38.1380924,-122.6069196
AKN,4/15/2022,"Hug, Lisa",TRES,AE,'1-19,38.30829,-122.92293
AKN,4/15/2022,"Hug, Lisa",VGSW,AE,'1-19,38.3084,-122.92401
AKN,4/15/2022,"Hug, Lisa",EUST,NY,'1-19,38.3165,-122.9196
AKN,4/15/2022,"Kelly, Susan",MUSW,AE,'12-22,38.02866,-122.51382
AKN,4/15/2022,"Kelly, Susan",CLSW,AE,'12-22,38.0256,-122.51741
AKN,4/15/2022,"Lawrence, Rachel",NOFL,AE,'3-17,38.0747,-122.914
AKN,4/15/2022,"Lawrence, Rachel",BARS,AE,'3-17,38.0818,-122.9142
AKN,4/15/2022,"Lawrence, Rachel",TRES,AE,'3-17,38.0742,-122.9144
AKN,4/15/2022,"Lawrence, Rachel",PYNU,AE,'3-17,38.0717,-122.9175
AKN,4/15/2022,"Lawrence, Rachel",PYNU,AE,'3-17,38.0708,-122.9179
AKN,4/15/2022,"Lawrence, Rachel",SOSP,NB,'3-17,38.0748,-122.9139
AKN,4/15/2022,"Lawrence, Rachel",NOFL,NB,'3-17,38.0715,-122.9181
AKN,4/15/2022,"Michl, Lisa",BUSH,NB,'12-15,38.0926,-122.5391
AKN,4/15/2022,"Silverstein, Sylvie",HOFI,AE,'13-24,37.8834,-122.5003
AKN,4/15/2022,"Silverstein, Sylvie",HOFI,NB,'13-24,37.884,-122.4982
AKN,4/15/2022,"Silverstein, Sylvie",HOFI,NB,'13-24,37.8848,-122.4989
AKN,4/15/2022,"Silverstein, Sylvie",AMCR,NB,'13-24,37.8829,-122.5007
AKN,4/15/2022,"Wiskes, Kris",OATI,AE,'12-3,38.094606,-122.605296
AKN,4/15/2022,"Wiskes, Kris",CBCH,NB,'12-3,38.094606,-122.605296
AKN,4/15/2022,"Wiskes, Kris",VGSW,NB,'12-3,38.094606,-122.605296
AKN,4/15/2022,"Wiskes, Kris",LEGO,NB,'12-3,38.094606,-122.605296
AKN,4/15/2022,"Wiskes, Kris",BEWR,NB,'12-3,38.094606,-122.605296
AKN,4/16/2022,"Hug, Lisa",DOWO,AE,'1-8,38.29209,-122.94749
AKN,4/16/2022,"Hug, Lisa",AMRO,NB,'1-8,38.29322,-122.94684
AKN,4/16/2022,"Hug, Lisa",BUOR,NB,'1-8,38.29231,-122.94728
AKN,4/16/2022,"Sexton, David",CANG,AE,'12-18,38.0781,-122.5308
AKN,4/16/2022,"Silverstein, Sylvie",ROPI,AE,'17-1,37.8596,-122.4856
AKN,4/16/2022,"Silverstein, Sylvie",EUST,NB,'17-1,37.8632,-122.4918
AKN,4/16/2022,"Silverstein, Sylvie",EUST,NY,'17-1,37.8632,-122.4918
AKN,4/16/2022,"Silverstein, Sylvie",EUST,NY,'17-1,37.8641,-122.4966
AKN,4/16/2022,"Silverstein, Sylvie",EUST,NY,'17-1,37.8641,-122.4966
AKN,4/17/2022,"Hug, Lisa",BRBL,NB,'1-22,38.29107,-122.88326
AKN,4/17/2022,"DiLuzio, Patricia",CLSW,AE,'6-20,38.0498812,-122.7599269
AKN,4/17/2022,"Hug, Lisa",HOSP,AE,'1-20,38.29581,-122.87821
AKN,4/17/2022,"Hug, Lisa",EUST,NY,'1-20,38.29686,-122.87687
AKN,4/17/2022,"Scalf, Russell",TRES,AE,'6-9,38.03483056,-122.8706278
AKN,4/17/2022,"Scalf, Russell",OSPR,NB,'6-9,38.01758889,-122.8555278
AKN,4/17/2022,"Zeno, Joseph",CLSW,NB,'12-7,38.0477241,-122.6217616
AKN,4/18/2022,"DiLuzio, Patricia",OATI,AE,'13-15,37.9642909,-122.5546692
AKN,4/18/2022,"DiLuzio, Patricia",PYNU,AE,'13-15,37.9642909,-122.5546692
AKN,4/18/2022,"DiLuzio, Patricia",BLPH,AE,'13-15,37.9636954,-122.5549652
AKN,4/18/2022,"DiLuzio, Patricia",DEJU,NB,'13-15,37.9638513,-122.5550004
AKN,4/18/2022,"Hatch, Daphne",BLPH,AE,'9-14,38.1146526,-122.652766
AKN,4/18/2022,"Hatch, Daphne",PISI,NB,'9-14,38.1145011,-122.6520146
AKN,4/18/2022,"Hatch, Daphne",EUST,NY,'9-14,38.1146526,-122.652766
AKN,4/18/2022,"Sexton, David",DEJU,NB,'13-3,37.9722,-122.605
AKN,4/18/2022,"Sexton, David",CBCH,NB,'13-3,37.9727,-122.6157
AKN,4/18/2022,"Sexton, David",CASJ,NB,'13-3,37.9741,-122.6186
AKN,4/18/2022,"Sexton, David",HOFI,NB,'13-3,37.9732,-122.6188
AKN,4/18/2022,"Sexton, David",BARS,NB,'13-3,37.9737,-122.6195
AKN,4/18/2022,"Silverstein, Sylvie",MODO,AE,'13-24,37.8922,-122.5217
AKN,4/18/2022,"Silverstein, Sylvie",ANHU,AE,'13-24,37.8927,-122.522
AKN,4/18/2022,"Silverstein, Sylvie",RSHA,AE,'13-24,37.8934,-122.5224
AKN,4/18/2022,"Silverstein, Sylvie",CORA,AE,'13-24,37.8934,-122.5224
AKN,4/19/2022,"Nigro, Larry",BLPH,NB,'12-11,38.004871,-122.604664
AKN,4/19/2022,"Nigro, Larry",HOFI,NB,'12-11,38.004871,-122.604664
AKN,4/19/2022,"Waterman, Joyce",HUVI,NB,'12-19,38.0461,-122.5414
AKN,4/19/2022,"Waterman, Joyce",AMRO,NB,'12-19,38.0499,-122.5549
AKN,4/20/2022,"DiLuzio, Patricia",BLPH,AE,'13-15,37.973618,-122.5611075
AKN,4/20/2022,"Hunn, Eugene",GBHE,AE,'8-8,38.194297,-122.702555
AKN,4/20/2022,"Hunn, Eugene",GREG,AE,'8-8,38.194297,-122.702555
AKN,4/20/2022,"Hunn, Eugene",EUST,NY,'8-8,38.191728,-122.698322
AKN,4/21/2022,"Gedney, Jack",OATI,AE,'12-6,38.0831743,-122.5853848
AKN,4/21/2022,"Nigro, Larry",HOFI,NB,'12-11,38.011014,-122.617711
AKN,4/21/2022,"Silverstein, Sylvie",HOFI,AE,'13-21,37.9031,-122.5473
AKN,4/21/2022,"Silverstein, Sylvie",NRWS,NB,'13-24,37.8813,-122.5162
AKN,4/22/2022,"Waterman, Joyce",HAWO,AE,'12-19,38.0455,-122.541107
AKN,4/22/2022,"White, Jim",WEBL,AE,'13-12,37.8917,-122.581
AKN,4/22/2022,"White, Jim",PYNU,AE,'13-12,37.8917,-122.581
AKN,4/23/2022,"Sabbag, Dede",LASP,NB,'5-15,38.21739,-122.78313
AKN,4/23/2022,"Sabbag, Dede",BARS,NB,'5-15,38.2089,-122.7934
AKN,4/23/2022,"Sabbag, Dede",HOSP,NB,'5-15,38.2086,-122.79342
AKN,4/23/2022,"Sabbag, Dede",BLPH,NY,'5-15,38.2085,-122.7935
AKN,4/23/2022,"Silverstein, Sylvie",ROPI,AE,'17-1,37.8595,-122.4854
AKN,4/23/2022,"Silverstein, Sylvie",HOFI,NB,'17-1,37.8593,-122.4783
AKN,4/23/2022,"Silverstein, Sylvie",PYNU,NB,'17-1,37.856,-122.4795
AKN,4/23/2022,"Silverstein, Sylvie",NOMO,NB,'17-1,37.8595,-122.4838
AKN,4/23/2022,"Silverstein, Sylvie",BRBL,NB,'17-1,37.8597,-122.4854
AKN,4/24/2022,"Linder, Ann",TRES,AE,'9-23,38.0194,-122.665
AKN,4/24/2022,"Scalf, Russell",TRES,AE,'6-9,38.03660833,-122.86795
AKN,4/24/2022,"Scalf, Russell",WEBL,AE,'6-9,38.03373333,-122.8699694
AKN,4/24/2022,"Scalf, Russell",BARS,NY,'6-9,38.0169,-122.853954
AKN,4/24/2022,"Sexton, David",TRES,NB,'12-20,38.0474,-122.5076
AKN,4/25/2022,"DiLuzio, Patricia",CLSW,AE,'6-20,38.0594524,-122.7668805
AKN,4/25/2022,"Nigro, Larry",HOFI,NB,'12-11,38.005195,-122.604436
AKN,4/25/2022,"Scalf, Russell",ANHU,NU,'13-16,37.96404722,-122.494225
AKN,4/25/2022,"Scalf, Russell",OATI,NY,'13-16,37.96406667,-122.493675
AKN,4/25/2022,"Scalf, Russell",SOSP,NY,'13-16,37.96634722,-122.4947194
AKN,4/25/2022,"Sexton, David",SNPL,AE,'12-18,38.0669,-122.4918
AKN,4/25/2022,"Sexton, David",BARS,AE,'12-18,38.0628,-122.4945
AKN,4/25/2022,"Sexton, David",BNST,AE,'12-18,38.0671,-122.522
AKN,4/25/2022,"Sexton, David",TRES,AE,'12-18,38.068,-122.5221
AKN,4/25/2022,"Sexton, David",WEBL,AE,'12-18,38.068,-122.5221
AKN,4/25/2022,"Sexton, David",BNST,AE,'12-18,38.0675,-122.5227
AKN,4/25/2022,"Sexton, David",HOLA,NB,'12-20,38.06,-122.4961
AKN,4/25/2022,"Sexton, David",CLSW,NB,'12-18,38.0642,-122.5159
AKN,4/25/2022,"Silverstein, Sylvie",MODO,NU,'13-24,37.885,-122.4986
AKN,4/25/2022,"White, Jim",ABOW,NY,'14-2,37.8631,-122.5688
AKN,4/26/2022,"Kelly, Susan",TRES,AE,'12-22,38.0241,-122.51912
AKN,4/26/2022,"Kelly, Susan",CLSW,AE,'12-22,38.0241,-122.51913
AKN,4/26/2022,"Linder, Ann",SPTO,NB,'6-21,38.0406,-122.7956
AKN,4/26/2022,"Linder, Ann",EUST,NY,'6-21,38.0394,-122.7998
AKN,4/26/2022,"Silverstein, Sylvie",BARS,NB,'8-12,38.1378,-122.7098
AKN,4/26/2022,"Silverstein, Sylvie",CLSW,NB,'8-12,38.1378,-122.7098
AKN,4/26/2022,"Silverstein, Sylvie",BRBL,NY,'8-12,38.1371,-122.71
AKN,4/27/2022,"Brown, Ronald",BLPH,AE,'10-1,37.9802,-122.737
AKN,4/27/2022,"Humple, Diana",CLSW,NB,'10-10,37.9102,-122.684
AKN,4/27/2022,"Humple, Diana",HOSP,NB,'10-10,37.91001,-122.68498
AKN,4/27/2022,"Lumpkin, David",TRES,NB,'2-20,38.171217,-122.901078
AKN,4/28/2022,"Scalf, Russell",HOSP,NY,'13-16,37.96953056,-122.5157222
AKN,4/28/2022,"Scalf, Russell",HOSP,NY,'13-16,37.96969722,-122.5166333
AKN,4/28/2022,"Scalf, Russell",ROPI,NY,'13-16,37.96975,-122.5169056
AKN,4/28/2022,"Scalf, Russell",HOSP,NY,'13-16,37.96952778,-122.51695
AKN,4/28/2022,"Sexton, David",CALT,NB,'13-3,37.9775,-122.6139
AKN,4/28/2022,"Scalf, Russell",WEBL,NY,'16-1,37.980338,-122.477715
AKN,4/29/2022,"Battagin, Bob",CLSW,AE,'9-3,38.08343,-122.72967
AKN,4/29/2022,"Battagin, Bob",RTHA,AE,'9-3,38.095882,-122.733943
AKN,4/29/2022,"Battagin, Bob",WTKI,AE,'9-3,38.092701,-122.735089
AKN,4/29/2022,"Battagin, Bob",GBHE,NB,'9-3,38.0847667,-122.7359054
AKN,4/29/2022,"DiLuzio, Patricia",BUSH,AE,'9-7,38.0429637,-122.7468562
AKN,4/29/2022,"DiLuzio, Patricia",TRES,AE,'6-20,38.0479902,-122.755391
AKN,4/29/2022,"DiLuzio, Patricia",CBCH,AE,'6-20,38.0479902,-122.755391
AKN,4/29/2022,"DiLuzio, Patricia",DEJU,NB,'6-20,38.0467358,-122.7529642
AKN,4/29/2022,"DiLuzio, Patricia",CORA,NB,'6-20,38.0504163,-122.7600396
AKN,4/29/2022,"Humple, Diana",WEBL,AE,'10-10,37.90756,-122.70365
AKN,4/29/2022,"Silverstein, Sylvie",CLSW,AE,'13-24,37.8829,-122.4998
AKN,4/29/2022,"Silverstein, Sylvie",DEJU,AE,'13-24,37.889,-122.5108
AKN,4/29/2022,"Silverstein, Sylvie",CORA,AE,'13-24,37.8884,-122.5143
AKN,4/29/2022,"Silverstein, Sylvie",DCCO,AE,'13-24,37.8873,-122.5144
AKN,4/29/2022,"Silverstein, Sylvie",GBHE,AE,'13-24,37.8873,-122.5144
AKN,4/29/2022,"Silverstein, Sylvie",GREG,AE,'13-24,37.8873,-122.5144
AKN,4/29/2022,"Silverstein, Sylvie",EUST,NB,'13-24,37.884,-122.4985
AKN,4/29/2022,"Silverstein, Sylvie",HOFI,NB,'13-24,37.8838,-122.5008
AKN,4/29/2022,"Silverstein, Sylvie",GBHE,NY,'13-24,37.8873,-122.5144
AKN,4/29/2022,"Silverstein, Sylvie",ANHU,NY,'13-24,37.8886,-122.5156
AKN,4/29/2022,"Stanton, Heller",ACWO,AE,'13-2,37.99824,-122.57461
AKN,4/29/2022,"Stanton, Heller",CASJ,NB,'12-12,38.00267,-122.57017
AKN,4/29/2022,"Stanton, Heller",DEJU,NB,'13-2,37.99819,-122.57316
AKN,4/30/2022,"Battagin, Bob",CORA,AE,'9-3,38.0847,-122.7259
AKN,4/30/2022,"Battagin, Bob",GBHE,AE,'9-3,38.0847667,-122.7259054
AKN,4/30/2022,"Kelly, Susan",TRES,AE,'12-22,38.04117,-122.51953
AKN,4/30/2022,"Kelly, Susan",NOMO,NB,'12-22,38.04156,-122.52018
AKN,4/30/2022,"Stanton, Heller",HOFI,AE,'13-14,37.98184,-122.51631
AKN,5/1/2022,"DiLuzio, Patricia",EUCD,AE,'13-15,37.9764715,-122.5355102
AKN,5/1/2022,"DiLuzio, Patricia",PYNU,AE,'13-15,37.9642909,-122.5546692
AKN,5/1/2022,"DiLuzio, Patricia",ACWO,AE,'13-15,37.9626393,-122.5550586
AKN,5/1/2022,"DiLuzio, Patricia",EUST,AE,'13-15,37.961085,-122.556011
AKN,5/1/2022,"Sabbag, Dede",BEWR,NB,'5-15,38.2111,-122.78158
AKN,5/1/2022,"Sabbag, Dede",BUSH,NB,'5-15,38.2096,-122.78247
AKN,5/1/2022,"Sabbag, Dede",WEKI,NB,'5-15,38.20924,-122.79111
AKN,5/1/2022,"Sabbag, Dede",CLSW,NB,'5-15,38.20853,-122.7933
AKN,5/1/2022,"Sabbag, Dede",EUCD,NB,'5-15,38.20891,-122.79346
AKN,5/1/2022,"Sabbag, Dede",HOSP,NY,'5-15,38.2085,-122.7925
AKN,5/1/2022,"Silverstein, Sylvie",ROPI,AE,'17-1,37.8596,-122.4856
AKN,5/1/2022,"Silverstein, Sylvie",BRBL,AE,'17-1,37.8596,-122.4856
AKN,5/1/2022,"Silverstein, Sylvie",HOSP,NB,'17-1,37.8593,-122.4855
AKN,5/1/2022,"Silverstein, Sylvie",RWBL,NB,'17-1,37.8607,-122.4866
AKN,5/1/2022,"Silverstein, Sylvie",BARS,NB,'17-1,37.8607,-122.4874
AKN,5/1/2022,"Silverstein, Sylvie",HOSP,NB,'17-1,37.8607,-122.4874
AKN,5/2/2022,"Gedney, Jack",BLPH,AE,'12-6,38.076439,-122.583768
AKN,5/2/2022,"Gedney, Jack",HOFI,AE,'12-6,38.076439,-122.583768
AKN,5/2/2022,"MACKENZIE, DAVID",VGSW,NB,'13-12,37.8762,-122.583
AKN,5/2/2022,"Schriock, Beth",HOFI,AE,'12-17,38.07002,-122.55574
AKN,5/2/2022,"Sexton, David",ABOW,NY,'6-17,38.0806,-122.8044
AKN,5/2/2022,"Silverstein, Sylvie",AMRO,NB,'13-21,37.9155,-122.5369
AKN,5/3/2022,"Hug, Lisa",VGSW,AE,'1-20,38.3024,-122.8973
AKN,5/3/2022,"Hug, Lisa",RTHA,AE,'1-20,38.3096,-122.8982
AKN,5/3/2022,"Hug, Lisa",AMGO,NB,'1-20,38.3131,-122.8974
AKN,5/3/2022,"Hug, Lisa",HOSP,NY,'1-20,38.2995,-122.8965
AKN,5/3/2022,"Humple, Diana",TRES,AE,'10-8,37.92191,-122.68999
AKN,5/3/2022,"Lumpkin, David",GREG,NE,'2-17,38.1893324,-122.9136048
AKN,5/3/2022,"Lumpkin, David",GBHE,NY,'2-17,38.1893324,-122.9136048
AKN,5/3/2022,"Lumpkin, David",GREG,NY,'2-17,38.1893324,-122.9136048
AKN,5/3/2022,"Starritt, Jeanine",WEBL,AE,'11-10,38.1522,-122.571
AKN,5/3/2022,"Starritt, Jeanine",CLSW,AE,'11-10,38.1525,-122.5713
AKN,5/4/2022,"Battagin, Bob",CLSW,AE,'9-3,38.08343,-122.72967
AKN,5/4/2022,"Battagin, Bob",BARS,AE,'9-3,38.096453,-122.730256
AKN,5/4/2022,"Battagin, Bob",RTHA,AE,'9-3,38.095882,-122.733943
AKN,5/4/2022,"Battagin, Bob",WTKI,NY,'9-3,38.092765,-122.735002
AKN,5/4/2022,"Kelly, Susan",HOFI,AE,'8-12,38.13756,-122.7095
AKN,5/4/2022,"Kelly, Susan",BLPH,AE,'8-12,38.13729,-122.7106
AKN,5/4/2022,"Kelly, Susan",CLSW,NB,'8-12,38.13805,-122.7102
AKN,5/4/2022,"Kelly, Susan",BRBL,NB,'8-12,38.13772,-122.71092
AKN,5/4/2022,"Kelly, Susan",BARS,NU,'8-12,38.13757,-122.70962
AKN,5/4/2022,"Scalf, Russell",NOFL,AE,'6-9,38.03380278,-122.8710167
AKN,5/4/2022,"Scalf, Russell",CBCH,AE,'6-9,38.03104722,-122.87225
AKN,5/4/2022,"Scalf, Russell",BARS,NY,'13-16,37.97368611,-122.4804944
AKN,5/4/2022,"Schriock, Beth",EUST,NY,'12-17,38.07417,-122.54611
AKN,5/4/2022,"Silverstein, Sylvie",WEBL,NB,'13-24,37.8856,-122.508
AKN,5/5/2022,"Battagin, Bob",RTHA,AE,'9-3,38.095882,-122.733943
AKN,5/5/2022,"DiLuzio, Patricia",CASJ,AE,'9-7,38.0443846,-122.7477896
AKN,5/5/2022,"DiLuzio, Patricia",SAVS,AE,'6-20,38.0427839,-122.7624717
AKN,5/5/2022,"MACKENZIE, DAVID",CORA,NB,'13-12,37.8826,-122.5768
AKN,5/5/2022,"Medley, Jane",EUST,AE,'12-24,38.0153,-122.5038
AKN,5/5/2022,"Medley, Jane",TRES,NY,'12-24,38.0015,-122.5006
AKN,5/5/2022,"Medley, Jane",TRES,NY,'12-24,38.0125,-122.5014
AKN,5/5/2022,"Merritt, Alex",CAQU,AE,'14-13,37.854636,-122.539586
AKN,5/5/2022,"Merritt, Alex",BUSH,NB,'14-13,37.855418,-122.539359
AKN,5/6/2022,"Battagin, Bob",RTHA,AE,'9-3,38.095882,-122.733943
AKN,5/6/2022,"Hatch, Daphne",WITU,NE,'9-14,38.1096494,-122.6509115
AKN,5/6/2022,"Hatch, Daphne",NUWO,NY,'9-14,38.107182,-122.651111
AKN,5/6/2022,"Hug, Lisa",CLSW,AE,'4-12,38.2589,-122.8383
AKN,5/6/2022,"Hug, Lisa",TRES,AE,'4-12,38.2532,-122.8391
AKN,5/6/2022,"Hug, Lisa",BRBL,NB,'4-12,38.263,-122.8379
AKN,5/6/2022,"Hug, Lisa",BRBL,NB,'4-12,38.2529,-122.839
AKN,5/6/2022,"Hug, Lisa",GBHE,NY,'4-12,38.2628,-122.8418
AKN,5/6/2022,"Weissman, Evan",NUWO,AE,'17-13,37.86609025,-122.4349454
AKN,5/6/2022,"Weissman, Evan",DEJU,NB,'17-13,37.86566921,-122.4355828
AKN,5/6/2022,"Weissman, Evan",HOFI,NY,'17-13,37.86590398,-122.4351163
AKN,5/7/2022,"DiLuzio, Patricia",AMCR,NB,'13-15,37.965866,-122.5365663
AKN,5/7/2022,"Kelly, Susan",MODO,NB,'11-11,38.13894,-122.60425
AKN,5/7/2022,"Kelly, Susan",BUSH,NB,'11-11,38.13604,-122.60506
AKN,5/7/2022,"Sabbag, Dede",WEME,NB,'5-17,38.20397,-122.78745
AKN,5/7/2022,"Sabbag, Dede",BARS,NB,'5-15,38.20868,-122.79369
AKN,5/7/2022,"Schriock, Beth",EUST,AE,'12-17,38.07417,-122.54611
AKN,5/8/2022,"Medley, Jane",BLPH,NY,'12-24,38.0014,-122.501
AKN,5/8/2022,"Wood, Julian",DEJU,NB,'10-13,37.99505,-122.6652
AKN,5/8/2022,"Wood, Julian",WAVI,NE,'10-13,37.989683,-122.685583
AKN,5/8/2022,"Wood, Julian",WIWA,NY,'10-13,37.991483,-122.6611
AKN,5/9/2022,"Schriock, Beth",HOOR,AE,'12-17,38.07095,-122.54571
AKN,5/9/2022,"Schriock, Beth",EUST,AE,'12-17,38.08158,-122.55288
AKN,5/9/2022,"Schriock, Beth",EUST,NY,'12-17,38.08158,-122.55288
AKN,5/9/2022,"Silverstein, Sylvie",WEGU,AE,'17-1,37.8581,-122.4786
