Source,Date,Researcher,Species,Breeding,Block,Latitude,Longitude
Incidental,5/26/2024,ron brown,WITU,NU,10-1,37.98045,-122.73603
Incidental,7/11/2025,Ann Linder,HOOR,NU,13-1,37.99695,-122.5992
Incidental,7/16/2021,"Hunn, Eugene",CASJ,NU,9-8,38.052236,-122.690455
Incidental,7/16/2021,"Hunn, Eugene",CASJ,NU,9-8,38.05224,-122.6905
Incidental,7/23/2023,Rusty Scalf,CLSW,NU,9-8,38.06155278,-122.697525
Incidental,7/5/2021,"Hunn, Eugene",CLSW,NU,8-21,38.166112,-122.665089
Incidental,6/11/2025,Rusty Scalf,WEBL,NU,5-8,38.183539,-122.83981
Incidental,6/4/2023,William Legge,ANHU,NY,14-18,37.829639,-122.530154
Incidental,6/18/2023,Sylvie Silverstein,VGSW,NY,17-3,37.8367,-122.48037
Incidental,5/10/2022,Evan Weissman,RTHA,NY,17-13,37.85825534,-122.4274076
Incidental,5/12/2023,Mark Dettling,CBCH,NY,14-2,37.86474,-122.57578
Incidental,6/9/2022,Mark Dettling,BHGR,NY,14-2,37.868086,-122.580062
Incidental,6/16/2023,Evan Weissman,BLPH,NY,17-13,37.86974,-122.42551
Incidental,6/2/2021,Patti Blumin,GBHE,NY,16-3,37.88106593,-122.4430549
Incidental,6/20/2022,Patti Blumin,GBHE,NY,16-3,37.88109131,-122.4429053
Incidental,7/13/1905,William Legge,OATI,NY,13-23,37.881676,-122.534418
Incidental,4/10/2022,William Legge,OATI,NY,13-23,37.88196,-122.53428
Incidental,5/14/2021,Bill Keener,BAEA,NY,16-3,37.882921,-122.440995
Incidental,6/4/2021,Ron Brown,GBHE,NY,13-24,37.88691268,-122.5147682
Incidental,6/20/2021,Ron Brown,GREG,NY,13-24,37.88695501,-122.5146984
Incidental,7/1/2022,Sylvie Silverstein,GBHE,NY,13-24,37.8873,-122.5144
Incidental,7/1/2022,Sylvie Silverstein,GREG,NY,13-24,37.8873,-122.5144
Incidental,7/1/2022,Sylvie Silverstein,DCCO,NY,13-24,37.8873,-122.5144
Incidental,6/5/2022,Ron Brown,DCCO,NY,13-24,37.88750546,-122.5139731
Incidental,5/13/2022,Ron Brown,GBHE,NY,13-24,37.88750546,-122.5139731
Incidental,5/13/2022,Ron Brown,GREG,NY,13-24,37.88750546,-122.5139731
Incidental,5/4/2021,Sylvie Silverstein,GHOW,NY,13-24,37.8929,-122.5105
Incidental,7/26/2023,Robert Hinz,NOMO,NY,13-24,37.89572,-122.50514
Incidental,6/14/2022,Natalie Clark,BLPH,NY,10-21,37.899284,-122.639752
Incidental,5/2/2023,ron brown,DOWO,NY,13-22,37.905,-122.5249
Incidental,1/5/2023,ron brown,AMCR,NY,13-22,37.90546,-122.52482
Incidental,5/8/2023,Ron Brown,NUWO,NY,13-22,37.9055,-122.524
Incidental,5/6/2022,Patti Blumin,GBHE,NY,16-2,37.90889058,-122.4772805
Incidental,6/2/2021,Scott Jennings,GBHE,NY,10-10,37.911292,-122.68505
Incidental,5/27/2021,Scott Jennings,GREG,NY,10-10,37.911292,-122.68505
Incidental,6/29/2022,Scott Jennings,DCCO,NY,10-10,37.91154835,-122.685141
Incidental,5/4/2022,Scott Jennings,GBHE,NY,10-10,37.91154835,-122.685141
Incidental,6/15/2022,Scott Jennings,GREG,NY,10-10,37.91154835,-122.685141
Incidental,7/3/2023,Diana Humple,NOFL,NY,13-9,37.91162,-122.61546
Incidental,6/20/2024,Sylvie Silverstein,HAWO,NY,13-22,37.91305,-122.52249
Incidental,6/2/2024,Lynn Perry,GHOW,NY,13-20,37.918324,-122.529587
Incidental,7/14/2023,Lynn Perry,COHA,NY,13-20,37.918853,-122.531001
Incidental,7/16/2021,Sylvie Silverstein,HOFI,NY,13-20,37.9289,-122.5144
Incidental,7/8/2021,ronald brown,FOTE,NY,13-20,37.9338,-122.515
Incidental,5/9/2021,Natalie Clark,HOFI,NY,13-19,37.935125,-122.538997
Incidental,5/19/2024,Sam Eberhard,BEKI,NY,10-18,37.9409,-122.63869
Incidental,4/27/2022,Lisa Hug,DEJU,NY,13-5,37.9458,-122.5957
Incidental,5/21/2025,Maggie Brown,ACWO,NY,13-6,37.9561755,-122.5850583
Incidental,6/29/2023,Maggie Brown,HETH,NY,13-4,37.95995,-122.59301
Incidental,5/9/2021,Patricia DiLuzio,BLPH,NY,13-15,37.963446,-122.554631
Incidental,4/16/2025,Skip Niesen,MODO,NY,13-16,37.96416635,-122.4937529
Incidental,3/9/2022,Skip Niesen,ANHU,NY,13-16,37.96622615,-122.496502
Incidental,5/22/2025,Asher Leeming,RTHA,NY,13-4,37.97267675,-122.5841744
Incidental,4/11/2024,Sam Eberhard,ANHU,NY,10-16,37.97871,-122.64403
Incidental,6/28/2025,Gerry McChesney,PECO,NY,7-13,37.980893,-122.810298
Incidental,4/16/2022,Bonnie Marks,OATI,NY,13-14,37.98372,-122.51107
Incidental,5/19/2023,Bonnie Marks,OATI,NY,13-14,37.98381,-122.51096
Incidental,6/28/2025,Gerry McChesney,BRAC,NY,7-13,37.987901,-122.815721
Incidental,5/7/2024,Natalie Clark,OATI,NY,13-2,37.99065,-122.58244
Incidental,4/24/2023,Ron Brown,WTKI,NY,16-1,37.99192,-122.46524
Incidental,5/27/2022,Gerry McChesney,BRAC,NY,3-11,37.992176,-122.98601
Incidental,5/18/2024,Dominik Mosur,EUST,NY,3-11,37.997222,-123.017515
Incidental,7/19/2023,Arlette Cohen,WEBL,NY,13-13,37.998122,-122.550567
Incidental,6/10/2025,Arlette Cohen / Rusty Scalf,TRES,NY,13-13,37.998155,-122.550579
Incidental,8/6/2023,Arlette Cohen,CALT,NY,13-13,37.998522,-122.550358
Incidental,6/4/2025,Sylvie Silverstein,HOSP,NY,12-23,38.00346,-122.54336
Incidental,6/3/2022,Ann Linder,RSHA,NY,9-24,38.00558,-122.63163
Incidental,7/5/2021,Ann Linder,TUVU,NY,9-24,38.00564,-122.63319
Incidental,5/20/2022,Ann Linder,AMCR,NY,9-24,38.00594,-122.63351
Incidental,7/29/2023,liz lewis,OSPR,NY,15-11,38.007098,-122.473972
Incidental,5/5/2021,Nancy Hanson,EUST,NY,9-24,38.00745489,-122.6361352
Incidental,6/23/2021,Bob Battagin,VGSW,NY,9-24,38.008295,-122.634991
Incidental,6/19/2022,Gerry McChesney,WEGU,NY,6-9,38.009591,-122.843963
Incidental,7/13/1905,Terence Carroll,ACWO,NY,9-23,38.01081,-122.68696
Incidental,6/1/2025,Brian Cullinane,ATFL,NY,9-24,38.01247,-122.65508
Incidental,5/1/2021,Luanna Helfman,GBHE,NY,12-24,38.01728847,-122.5297568
Incidental,6/17/2021,Luanna Helfman,GREG,NY,12-24,38.01728847,-122.5297568
Incidental,4/30/2022,Luanna Helfman,GBHE,NY,12-24,38.0172993,-122.5298106
Incidental,6/19/2022,Luanna Helfman,GREG,NY,12-24,38.0172993,-122.5298106
Incidental,6/1/2025,Ann Linder,WEBL,NY,9-23,38.01745,-122.67289
Incidental,5/31/2024,dominik mosur,GHOW,NY,3-9,38.025,-122.9908611
Incidental,7/11/2023,David Sexton,WEBL,NY,3-10,38.0289,-122.9616
Incidental,6/6/2022,Stephanie Romano,GBHE,NY,12-22,38.03418076,-122.5258284
Incidental,6/21/2021,David Lumpkin,GBHE,NY,3-10,38.03523975,-122.9409325
Incidental,6/21/2021,David Lumpkin,GREG,NY,3-10,38.03523975,-122.9409325
Incidental,6/20/2022,Scott Jennings,GBHE,NY,3-10,38.03524985,-122.9409083
Incidental,6/20/2022,Scott Jennings,GREG,NY,3-10,38.03524985,-122.9409083
Incidental,5/31/2023,Nancy Hanson,CASJ,NY,12-9,38.03782743,-122.6235677
Incidental,6/30/2024,"Diana Humple, Carleton Eyster, and visiting friends",OSFL,NY,9-9,38.03881,-122.74658
Incidental,6/28/2023,Diana Humple,CORA,NY,6-10,38.03986,-122.82802
Incidental,6/1/2024,Ann Linder,RTHA,NY,9-22,38.04036,-122.62635
Incidental,6/5/2023,Rusty Scalf,WEBL,NY,6-21,38.04121944,-122.8002583
Incidental,7/9/2021,Nancy Hanson,WEFL,NY,9-7,38.04407426,-122.748557
Incidental,5/29/2022,Nancy Hanson,AMRO,NY,9-7,38.04421505,-122.7484016
Incidental,6/3/2022,Nancy Hanson,CHSP,NY,9-7,38.04436916,-122.7491814
Incidental,5/19/2022,Dave Hudson,CALT,NY,12-19,38.04543,-122.54398
Incidental,7/11/2022,Dave Hudson,HOFI,NY,12-19,38.04814,-122.54852
Incidental,7/16/2021,"Hunn, Eugene",VGSW,NY,9-8,38.0504,-122.6906
Incidental,7/16/2021,"Hunn, Eugene",VGSW,NY,9-8,38.050401,-122.690614
Incidental,6/3/2022,Scott Jennings,GBHE,NY,12-20,38.05323006,-122.5147525
Incidental,6/22/2024,Mark Dettling,CHSP,NY,6-20,38.059564,-122.771319
Incidental,4/22/2024,Sylvia Hunt,ABOW,NY,12-20,38.05975,-122.5191944
Incidental,7/23/2023,Rusty Scalf,HOSP,NY,9-8,38.06155278,-122.697525
Incidental,7/2/2022,Lisa Hug,VGSW,NY,6-6,38.066,-122.8303
Incidental,3/25/2022,David Sexton,BAEA,NY,12-18,38.0666,-122.4985
Incidental,5/11/2023,Rusty Scalf,BRBL,NY,6-17,38.06792778,-122.8054222
Incidental,5/21/2021,Ann Linder,GBHE,NY,9-5,38.07570259,-122.7307822
Incidental,6/1/2022,Bob Battagin,ABOW,NY,9-5,38.077227,-122.725449
Incidental,6/28/2022,Janet Bodle,GBHE,NY,12-18,38.07733536,-122.5311361
Incidental,6/18/2022,Janet Bodle,GREG,NY,12-18,38.07733536,-122.5311361
Incidental,11/20/2023,Lisa Eiselin,ABOW,NY,12-18,38.07745,-122.5168
Incidental,6/1/2022,Bob Battagin,RTHA,NY,9-5,38.078384,-122.726218
Incidental,5/2/2022,Barbara Wechsberg,GBHE,NY,6-6,38.07974583,-122.8143286
Incidental,5/11/2022,Barbara Wechsberg,GREG,NY,6-6,38.07978686,-122.8140681
Incidental,5/24/2021,David Lumpkin,GREG,NY,6-6,38.07982962,-122.814225
Incidental,5/24/2021,David Lumpkin,GBHE,NY,6-6,38.07982962,-122.814225
Incidental,5/11/2023,Rusty Scalf,CLSW,NY,6-6,38.07993056,-122.8170944
Incidental,6/6/2021,Janet Bodle,GBHE,NY,12-18,38.08013751,-122.5263803
Incidental,6/19/2021,Janet Bodle,GREG,NY,12-18,38.08013751,-122.5263803
Incidental,7/1/2025,Mike McClaskey,SPTO,NY,6-6,38.080889,-122.814025
Incidental,6/12/2023,Bob Battagin,LASP,NY,9-5,38.081053,-122.726791
Incidental,6/4/2022,Janet Bodle,GBHE,NY,12-18,38.08278072,-122.5172714
Incidental,6/18/2022,Janet Bodle,GREG,NY,12-18,38.08278072,-122.5172714
Incidental,5/29/2022,Nancy Hanson,WEBL,NY,6-6,38.08284601,-122.8146211
Incidental,7/24/2022,Nancy Hanson,VGSW,NY,6-6,38.08285487,-122.814614
Incidental,5/29/0022,Nancy Hanson,ABOW,NY,6-6,38.08301891,-122.8143135
Incidental,6/23/2023,Bob Battagin,EUST,NY,3-4,38.084507,-122.954432
Incidental,6/29/2022,Bob Battagin,GBHE,NY,9-3,38.08476899,-122.7259941
Incidental,5/18/2023,Ryan DiGaudio,SAVS,NY,6-16,38.086023,-122.7685
Incidental,6/22/2022,David Sexton,CORA,NY,12-16,38.0875,-122.4986
Incidental,6/15/2021,Susan Kelly,BARS,NY,12-15,38.09214,-122.554718
Incidental,5/23/2022,David Wimpfheimer,NOFL,NY,3-4,38.092498,-122.94339
Incidental,6/2/2023,Bob Battagin,WEBL,NY,3-4,38.093931,-122.945635
Incidental,7/1/2025,Kris Wiskes,COHA,NY,12-3,38.09408333,-122.6046667
Incidental,6/6/2023,Carolyn Longstreth,BAEA,NY,6-3,38.0944169,-122.85644
Incidental,6/6/2023,Carolyn Longstreth,BAEA,NY,6-3,38.0944169,-122.85644
Incidental,6/19/2023,Carolyn LOngstreth ,COHA,NY,6-3,38.095867,-122.867616
Incidental,7/5/2024,Carolyn Longstreth,COHA,NY,6-3,38.095867,-122.867616
Incidental,6/7/2021,Joel Hedgpeth,BARS,NY,12-4,38.097618,-122.571172
Incidental,5/1/2021,Tom Gardali,CBCH,NY,6-3,38.09856,-122.86053
Incidental,5/20/2022,Bob Atwood,BAEA,NY,9-16,38.101522,-122.65232
Incidental,5/20/2024,Maggie Rufo,RSHA,NY,12-16,38.10402769,-122.4980545
Incidental,6/17/2021,Jeanine Starritt,HOFI,NY,12-2,38.105728,-122.580204
Incidental,7/20/2024,Ryan DiGaudio,PUMA,NY,3-14,38.107576,-122.878491
Incidental,6/26/2022,Susan Kelly,HOSP,NY,12-2,38.11209518,-122.567812
Incidental,7/10/2024,SARAH ALLEN,OSPR,NY,3-14,38.112144,-122.883874
Incidental,5/1/2024,Daphne Hatch and Susan Kelly,GHOW,NY,9-14,38.116214,-122.648264
Incidental,5/31/2025,Linnea Bartling,GHOW,NY,12-1,38.11677,-122.6008
Incidental,5/7/2024,Maggie Rufo,TRES,NY,12-13,38.12075806,-122.5620524
Incidental,6/20/2025,Sarah Allen,WEGU,NY,2-24,38.125693,-122.881381
Incidental,5/15/2025,Daphne Hatch,AMKE,NY,11-11,38.128488,-122.594137
Incidental,4/15/2025,Daphne Hatch for Bart Bundesen,ABOW,NY,11-11,38.132164,-122.623897
Incidental,6/21/2021,"Lumpkin, David",EUST,NY,2-22,38.165366,-122.8996966
Incidental,6/21/2021,"Lumpkin, David",PYNU,NY,2-22,38.1653723,-122.8997034
Incidental,6/16/2025,David,ATFL,NY,2-22,38.165982,-122.897332
Incidental,5/7/2021,"Hunn, Eugene",EUST,NY,8-7,38.169366,-122.720573
Incidental,5/28/2021,Beth Schriock,PEFA,NY,2-8,38.18222222,-122.9652778
Incidental,6/29/2022,"Hunn, Eugene",ABOW,NY,8-19,38.18331,-122.668
Incidental,6/21/2021,"Lumpkin, David",OSPR,NY,2-17,38.1891454,-122.9140969
Incidental,6/26/2023,David Lumpkin,BEKI,NY,2-2,38.217018,-122.949425
Incidental,5/12/2022,Ellen Blustein,GBHE,NY,2-2,38.22855244,-122.9496022
Incidental,5/27/2021,David Lumpkin,GBHE,NY,2-2,38.22910589,-122.9495108
Incidental,5/24/2024,Lisa Hug,NUWO,NY,1-22,38.28429,-122.887481
Incidental,6/9/2023,Scott Jennings,WREN,NY,2-20,38.168665,-122.898516
Incidental,4/20/2025,Sylvie Silverstein,ANHU,AE,16-3,37.87788,-122.4576
Incidental,4/15/2023,Rusty Scalf,BARS,AE,6-6,38.06944722,-122.8248444
Incidental,5/13/2025,Kenneth Hillan,ACWO,N,9-10,38.0327582,-122.7037712
Incidental,6/24/2022,Nancy Hanson submitted by Patricia Diluzio,LEGO,NB,9-7,38.0442267,-122.7486409
Incidental,4/19/2025,Bob Battagin,LAGO,NB,12-1,38.12044409,-122.6138476
Incidental,5/20/2022,Mark Dettling,MODO,NY,13-12,37.87698,-122.58133
Incidental,6/6/2023,Carolyn Longstreth,BAEA,NY,6-3,38.096631,-122.856253
AKN,4/15/2021,"Kelly, Susan",BEWR,NY,'12-22,38.02069,-122.52401
AKN,4/15/2021,"Colasanti, Peter",COYE,NB,'5-11,38.125731,-122.860408
AKN,4/15/2021,"Colasanti, Peter",WCSP,NB,'5-11,38.138706,-122.871646
AKN,4/15/2021,"Colasanti, Peter",WCSP,NB,'5-11,38.140935,-122.873998
AKN,4/15/2021,"Sexton, David",EUST,AE,'12-20,38.0598,-122.5191
AKN,4/15/2021,"Sexton, David",HOFI,NB,'12-20,38.0575,-122.5193
AKN,4/15/2021,"White, Jim",ABOW,NE,'14-2,37.865,-122.5744
AKN,4/15/2021,"Wiskes, Kris",OATI,NB,'12-3,38.094179,-122.605019
AKN,4/15/2021,"Wiskes, Kris",BUSH,NB,'12-3,38.094179,-122.605019
AKN,4/15/2021,"Wiskes, Kris",SPTO,NB,'12-3,38.094179,-122.605019
AKN,4/15/2021,"Wiskes, Kris",BEWR,NB,'12-3,38.094179,-122.605019
AKN,4/15/2021,"Wiskes, Kris",ALHU,NB,'12-3,38.094179,-122.605019
AKN,4/15/2021,"Wiskes, Kris",LEGO,NB,'12-3,38.094179,-122.605019
AKN,4/15/2021,"Wiskes, Kris",ANHU,NB,'12-3,38.094179,-122.605019
AKN,4/16/2021,"Hunn, Eugene",GBHE,AE,'8-8,38.194725,-122.702927
AKN,4/16/2021,"Hunn, Eugene",GREG,AE,'8-8,38.194725,-122.702927
AKN,4/16/2021,"Kelly, Susan",TRES,AE,'12-22,38.02337,-122.52097
AKN,4/16/2021,"Kelly, Susan",CLSW,AE,'12-22,38.02237,-122.52357
AKN,4/16/2021,"Merritt, Alex",SOSP,NB,'14-15,37.852398,-122.538547
AKN,4/16/2021,"Merritt, Alex",BUSH,NB,'14-13,37.858096,-122.538645
AKN,4/16/2021,"Sabbag, Dede",WEBL,NB,'5-17,38.2072,-122.7946
AKN,4/16/2021,"White, Jim",CBCH,NB,'14-2,37.8623,-122.5755
AKN,4/16/2021,"Wiskes, William",HOFI,NB,'12-3,38.099024,-122.624823
AKN,4/17/2021,"Humple, Diana",SOSP,NB,'10-10,37.90378,-122.70032
AKN,4/17/2021,"Hunn, Eugene",RTHA,AE,'11-8,38.173232,-122.571583
AKN,4/17/2021,"Hunn, Eugene",EUST,AE,'8-8,38.19405,-122.709522
AKN,4/17/2021,"Hunn, Eugene",WEBL,AE,'8-8,38.191413,-122.712856
AKN,4/17/2021,"Hunn, Eugene",BRBL,NB,'8-8,38.196838,-122.71046
AKN,4/17/2021,"Hunn, Eugene",CLSW,NB,'8-8,38.191585,-122.713457
AKN,4/17/2021,"Kelly, Susan",CORA,AE,'12-22,38.03116,-122.50359
AKN,4/17/2021,"Kelly, Susan",BEWR,AE,'12-22,38.0262,-122.51563
AKN,4/17/2021,"Kelly, Susan",MUSW,AE,'12-22,38.02571,-122.51684
AKN,4/17/2021,"Kelly, Susan",HOFI,NB,'12-22,38.02961,-122.51251
AKN,4/17/2021,"Kelly, Susan",BLPH,NB,'12-22,38.02553,-122.51739
AKN,4/17/2021,"Kelly, Susan",CLSW,NB,'12-22,38.02554,-122.51768
AKN,4/17/2021,"Sexton, David",MUSW,AE,'12-18,38.0732,-122.5254
AKN,4/17/2021,"Sexton, David",MUSW,AE,'12-18,38.078,-122.5275
AKN,4/17/2021,"Silverstein, Sylvie",ROPI,AE,'13-24,37.8952,-122.5185
AKN,4/17/2021,"Silverstein, Sylvie",CORA,AE,'13-24,37.8933,-122.5225
AKN,4/18/2021,"Gardali, Tom",BUSH,NB,'6-3,38.100853,-122.861312
AKN,4/18/2021,"Gardali, Tom",ALHU,NB,'6-3,38.100853,-122.861312
AKN,4/18/2021,"Gardali, Tom",ALHU,NY,'6-3,38.101359,-122.859945
AKN,4/18/2021,"Hatch, Daphne",VGSW,AE,'11-11,38.125754,-122.607974
AKN,4/18/2021,"Hatch, Daphne",BGGN,NB,'11-11,38.125657,-122.608032
AKN,4/18/2021,"lewis, liz",SOSP,NB,'16-1,37.985186,-122.465424
AKN,4/19/2021,"Dettling, Mark",CBCH,NE,'10-7,37.92974,-122.73514
AKN,4/19/2021,"Wiskes, Kris",PUFI,NB,'12-3,38.094179,-122.605019
AKN,4/19/2021,"Wiskes, Kris",BEWR,NB,'12-3,38.094179,-122.605019
AKN,4/19/2021,"Wiskes, Kris",WEBL,NB,'12-3,38.094179,-122.605019
AKN,4/19/2021,"Wiskes, Kris",ANHU,NY,'12-3,38.094179,-122.605019
AKN,4/20/2021,"Dettling, Mark",ALHU,NB,'10-7,37.93628,-122.73764
AKN,4/20/2021,"Michl, Lisa",COHA,AE,'12-15,38.0977518,-122.534843
AKN,4/20/2021,"Michl, Lisa",OATI,NB,'12-15,38.0975993,-122.5328236
AKN,4/20/2021,"Michl, Lisa",BUSH,NB,'12-15,38.098424,-122.535345
AKN,4/20/2021,"Michl, Lisa",DEJU,NB,'12-15,38.101201,-122.535455
AKN,4/20/2021,"Michl, Lisa",LEGO,NB,'12-15,38.0937937,-122.5383028
AKN,4/20/2021,"Silverstein, Sylvie",PYNU,NB,'13-24,37.8852,-122.5058
AKN,4/20/2021,"Silverstein, Sylvie",DEJU,NB,'13-24,37.8908,-122.5107
AKN,4/21/2021,"Cochrane, Connor",AMRO,AE,'13-5,37.9462498,-122.5974099
AKN,4/21/2021,"Cochrane, Connor",ACWO,AE,'13-5,37.941202,-122.6086815
AKN,4/21/2021,"Cochrane, Connor",BTYW,NB,'13-5,37.9547192,-122.6157766
AKN,4/21/2021,"Cochrane, Connor",KILL,NE,'13-5,37.9572348,-122.6139923
AKN,4/21/2021,"Cochrane, Connor",ANHU,NY,'13-5,37.9551117,-122.6154199
AKN,4/21/2021,"Hatch, Daphne",WEKI,AE,'11-11,38.138023,-122.606931
AKN,4/21/2021,"Hatch, Daphne",BUOR,NB,'11-11,38.137624,-122.603106
AKN,4/21/2021,"Humple, Diana",EUST,AE,'10-8,37.9217,-122.69002
AKN,4/21/2021,"Hunn, Eugene",CORA,AE,'8-19,38.186175,-122.662657
AKN,4/21/2021,"Hunn, Eugene",WBNU,AE,'8-19,38.182693,-122.669492
AKN,4/21/2021,"Hunn, Eugene",VGSW,AE,'8-19,38.181311,-122.66993
AKN,4/21/2021,"Hunn, Eugene",OATI,NY,'8-19,38.180335,-122.669625
AKN,4/21/2021,"Kelly, Susan",CLSW,AE,'12-22,38.02381,-122.51894
AKN,4/21/2021,"Kelly, Susan",TRES,AE,'12-22,38.02291,-122.52015
AKN,4/21/2021,"Kelly, Susan",WEBL,AE,'12-22,38.02291,-122.52015
AKN,4/21/2021,"Sexton, David",RTHA,AE,'12-18,38.0739,-122.4913
AKN,4/22/2021,"Garcia, Juan",OATI,AE,'6-19,38.05809,-122.80928
AKN,4/22/2021,"Gedney, Jack",DEJU,NB,'12-6,38.08068,-122.59336
AKN,4/23/2021,"Dettling, Mark",PYNU,NB,'10-5,37.95062,-122.72866
AKN,4/23/2021,"Kelly, Susan",OSPR,NB,'12-22,38.02458,-122.50329
AKN,4/23/2021,"Sexton, David",BAEA,AE,'12-18,38.0668,-122.4985
AKN,4/23/2021,"Sexton, David",RWBL,D,',38.0655,-122.5131
AKN,4/24/2021,"Battagin, Bob",EUST,AE,'9-3,38.0988,-122.7318
AKN,4/24/2021,"Battagin, Bob",RTHA,AE,'9-3,38.0963,-122.7344
AKN,4/24/2021,"Battagin, Bob",AMCR,NB,'9-3,38.0963,-122.7343
AKN,4/24/2021,"Battagin, Bob",BLPH,NE,'9-3,38.0967,-122.7333
AKN,4/24/2021,"Elrod, Megan",SPTO,NE,'10-14,37.989461,-122.633728
AKN,4/24/2021,"Grover, Whitney",HOSP,AE,'17-1,37.8640151,-122.4910577
AKN,4/24/2021,"Grover, Whitney",ROPI,NB,'17-1,37.8589872,-122.4779014
AKN,4/24/2021,"Grover, Whitney",ROPI,NB,'17-1,37.8572136,-122.4779221
AKN,4/24/2021,"Grover, Whitney",HOSP,NB,'17-1,37.8572136,-122.4789414
AKN,4/24/2021,"Grover, Whitney",HOFI,NB,'17-1,37.8599743,-122.4835415
AKN,4/24/2021,"Grover, Whitney",BRBL,NB,'17-1,37.8597551,-122.4852291
AKN,4/24/2021,"Grover, Whitney",AMCR,NB,'17-1,37.8545037,-122.4907929
AKN,4/24/2021,"Grover, Whitney",EUST,NY,'17-1,37.8627727,-122.4915012
AKN,4/24/2021,"Hedgpeth, Joel",WBNU,AE,'12-13,38.12,-122.5477
AKN,4/24/2021,"Humple, Diana",BUSH,NB,'10-8,37.92537,-122.71255
AKN,4/24/2021,"Kelly, Susan",BARS,AE,'12-22,38.03366,-122.50317
AKN,4/24/2021,"Kelly, Susan",CORA,AE,'12-22,38.03116279,-122.5049208
AKN,4/24/2021,"Kelly, Susan",CLSW,AE,'12-22,38.02557,-122.51744
AKN,4/24/2021,"Scalf, Russell",OSPR,NE,'13-16,37.97011667,-122.496
AKN,4/25/2021,"Humple, Diana",BUSH,NB,'10-10,37.90544,-122.70419
AKN,4/25/2021,"Humple, Diana",CALT,NB,'10-10,37.90544,-122.70419
AKN,4/25/2021,"Humple, Diana",EUST,NY,'10-10,37.90834,-122.70346
AKN,4/26/2021,"Humple, Diana",AMCR,AE,'10-10,37.9063,-122.70161
AKN,4/26/2021,"Humple, Diana",PYNU,NY,'10-10,37.9063,-122.70161
AKN,4/27/2021,"Sexton, David",CBCH,AE,'13-3,37.9637,-122.6152
AKN,4/28/2021,"Silverstein, Sylvie",RSHA,AE,'13-24,37.8928,-122.5223
AKN,4/28/2021,"Silverstein, Sylvie",CORA,AE,'13-24,37.8933,-122.5225
AKN,4/29/2021,"Humple, Diana",GREG,AE,'10-10,37.91143,-122.68517
AKN,4/29/2021,"Humple, Diana",BUSH,NB,'10-10,37.90886,-122.68393
AKN,4/29/2021,"Humple, Diana",DCCO,NB,'10-10,37.91143,-122.68517
AKN,4/29/2021,"Humple, Diana",RWBL,NB,'10-10,37.91131,-122.69458
AKN,4/29/2021,"MACKENZIE, DAVID",PIGU,AE,'13-11,37.875405,-122.603781
AKN,4/29/2021,"Sexton, David",BLPH,AE,'13-3,37.9652,-122.6125
AKN,4/30/2021,"Humple, Diana",EUST,AE,'10-10,37.90989,-122.68522
AKN,4/30/2021,"Humple, Diana",DCCO,AE,'10-10,37.91147,-122.68523
AKN,4/30/2021,"Humple, Diana",GBHE,AE,'10-10,37.91147,-122.68523
AKN,4/30/2021,"Hunn, Eugene",OATI,AE,'8-19,38.184768,-122.662404
AKN,4/30/2021,"Hunn, Eugene",CLSW,AE,'8-19,38.186539,-122.665158
AKN,4/30/2021,"Hunn, Eugene",WEBL,AE,'8-8,38.168751,-122.717434
AKN,4/30/2021,"Sabbag, Dede",HOSP,AE,'5-15,38.2084,-122.793
AKN,4/30/2021,"Sabbag, Dede",HOSP,AE,'5-15,38.2088,-122.7934
AKN,4/30/2021,"Sabbag, Dede",EUST,AE,'5-15,38.2087,-122.7937
AKN,4/30/2021,"Sabbag, Dede",BARS,AE,'5-15,38.2086,-122.7937
AKN,4/30/2021,"Sabbag, Dede",CLSW,AE,'5-15,38.2086,-122.7937
AKN,4/30/2021,"Sabbag, Dede",WEBL,AE,'5-15,38.2085,-122.7939
AKN,4/30/2021,"Sabbag, Dede",RWBL,NB,'5-15,38.2084,-122.7927
AKN,4/30/2021,"Sexton, David",AMAV,AE,',38.0696,-122.4948
AKN,4/30/2021,"Sexton, David",SNPL,AE,'12-18,38.0668,-122.4939
AKN,4/30/2021,"Sexton, David",CLSW,NB,'12-18,38.0633,-122.5178
AKN,5/1/2021,"Hug, Lisa",BRBL,NB,'1-19,38.308659,-122.92464
AKN,5/1/2021,"Hug, Lisa",EUST,NY,'1-19,38.308659,-122.92464
AKN,5/1/2021,"Humple, Diana",BUSH,AE,'10-8,37.92042,-122.69021
AKN,5/1/2021,"Humple, Diana",TRES,AE,'10-8,37.92083,-122.69031
AKN,5/1/2021,"Humple, Diana",WEBL,NB,'10-8,37.9222,-122.69049
AKN,5/1/2021,"Humple, Diana",EUST,NY,'10-8,37.92009,-122.69052
AKN,5/1/2021,"Hunn, Eugene",ANHU,AE,'8-20,38.182329,-122.625539
AKN,5/1/2021,"Schriock, Beth",AMRO,NB,'12-17,38.06874,-122.55179
AKN,5/1/2021,"Sexton, David",GBHE,NB,'12-18,38.0798,-122.5264
AKN,5/1/2021,"Sexton, David",GREG,NB,'12-18,38.0798,-122.5264
AKN,5/2/2021,"Corneliussen, Lucas",CALT,NY,'12-16,38.10121,-122.497365
AKN,5/3/2021,"Scalf, Russell",VGSW,NB,'13-16,37.975725,-122.5260917
AKN,5/3/2021,"Wiskes, Kris",OATI,AE,'12-3,38.094179,-122.605019
